episode_id,trajectory_hash,task_id,split,seed,configuration,verified,critical_gate_passed,old_reward,verifier_scores,verifier_statuses,research_quality,efficiency_score,failure_multiplier,training_reward,failure_labels,tool_calls,sandbox_executions,compute_time_seconds,wall_clock_seconds,replay_complete
2771f0a94b1f0eae33b906c197e76872e6571d866a22adb83cc6169f8912dac3,c03c235478bfad8662721335e0991305bdfc6d61fa0319f7e4262c31e7926854,task_001_future_filing_contamination,train,3,deterministic-scripted,True,True,0.9919265,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9403811567509639,1.0,0.9403811567509639,[],4,2,0.147,0.31474099995102733,True
d212f1c67cc116a38aaee52091ba0432ced6ff6d21739833bb821e7e05aaf8ee,6448f01ac2b2e1626e570c46c2187759ea9fc9a93dc565a17ee6999b184916d7,task_002_historical_valuation,train,3,deterministic-scripted,True,True,0.991903,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9399392814561194,1.0,0.9399392814561194,[],4,2,0.194,0.36878090002574027,True
f70d401eca743f61af01353e9dd47cedb3fde22a6f15e4c53d5bde42887bc7a5,50bf78c3460da5d81db5be2f08eb32e50a509e44280b9c8ede498e10189f6a05,task_003_black_scholes,train,3,deterministic-scripted,True,True,0.991917,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9402025013039862,1.0,0.9402025013039862,[],4,2,0.166,0.33930789993610233,True
147f1d343f43034c918a2de2783a2437425c4201c977ba22b581cca470aadf9c,4fa6fef267e81dfa6c7ba37724c56ba36b1ca5ec95423dbe5f7074ebca343c70,task_004_valuation_sensitivity,train,3,deterministic-scripted,True,True,0.9919245,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9403435422569888,1.0,0.9403435422569888,[],4,2,0.151,0.38018869992811233,True
b4d7bf7992382bf6b075296bb5f42b667d2e6660f280b0ea973dae123aa00d12,6b87f8a59695370e1dbc6f5d622f1342c609bc5a20074a08fbc50a072d954e56,task_005_point_in_time_momentum,train,3,deterministic-scripted,True,True,0.991911,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9400896837730169,1.0,0.9400896837730169,[],4,2,0.178,0.5331849999492988,True
a2d0ce36b238c305292ec0a6b3199b0a1c6587238142f6fd91f7db692fbd0f8f,e4ba7014e353ea81b7d814a9cc8aa34e04640535454800d7b1911c85cdc70b2c,task_006_leaked_alpha,train,3,deterministic-scripted,True,True,0.9919265,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9403811567509639,1.0,0.9403811567509639,[],4,2,0.147,0.35782659996766597,True
ba04b36b78c6a424383456b7e749c62939ae8b160439f85bcf43af37c52a3225,962e1649947d62d3f8686ed106db34edcfa99bed1faedbc34d80b7dbd23236c1,task_007_covariance_instability,dev,3,deterministic-scripted,True,True,0.9919305,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9404563902528039,1.0,0.9404563902528039,[],4,2,0.139,0.3411803999915719,True
5349bd5d4eddb2fc3e96fb24da578af8fba232fd9597a4e6cbaee38ff2c31fe9,a50f86d02c969c6775b36d50ca41e5f47623819ce0f0543bdb76271ce8a37d9b,task_008_var_coverage,dev,3,deterministic-scripted,True,True,0.991913,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9401272881124496,1.0,0.9401272881124496,[],4,2,0.174,0.7456062000710517,True
919a329b9b17b5151c12979990dff05a6e42eb70a6aacd43c8fe6bf847b0a7cc,5b194b5ca86a35ac77c68199926bc9c4552ca0de7c71395c90550720c0eb2730,task_009_regime_leakage,holdout,3,deterministic-scripted,True,True,0.991916,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9401836974419993,1.0,0.9401836974419993,[],4,2,0.168,0.3577581999124959,True
351dbef00ce4830e1111667b33aeccd0f1d96a834b6dc92c955b44bd22b05723,138a02d68a2c626dc6a9c98bded93315bca3d4e83742de4b5e4563ad5f5ba76f,task_010_filing_evidence,holdout,3,deterministic-scripted,True,True,0.991925,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9403529457394286,1.0,0.9403529457394286,[],4,2,0.15,0.34556229994632304,True
0a6f1ce7ed73146980cafc06b551fde4dd592b03376781a41fcea5ce49749dad,8b0fb1b6ce9dda02a95fb1fc9748bfdb7b18323fe62d3bb2c1c5f13ba66b1849,task_001_future_filing_contamination,train,4,deterministic-scripted,True,True,0.991925,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9403529457394286,1.0,0.9403529457394286,[],4,2,0.15,0.3365681000286713,True
e13c4719143706a41605e4e2933f3eb562b7f1368cba8288dea864923c8a595a,8a2189d5ef8bd587667c0bdebc82c941df703d1a08c5344fa21b1843d838baa3,task_002_historical_valuation,train,4,deterministic-scripted,True,True,0.9919225,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9403059292675633,1.0,0.9403059292675633,[],4,2,0.155,0.32993890007492155,True
aaa998993c1910c213671f61ba6b9432ac9350622c2038a9152bcdcaf2cf7fc4,0c9ccce0cdc36b128580a950856c658a8cc66065029da9ab2708b5b06d5b5aac,task_003_black_scholes,train,4,deterministic-scripted,True,True,0.99192,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9402589151464628,1.0,0.9402589151464628,[],4,2,0.16,0.33674790000077337,True
3fe1957caab3aa6434e04f5f8e624c1d9bb00fd631cc1cbe67ef7fd4ccca86f3,41b89824f50861beb2423a5c972dda8b13f988dfa474f5e20c5f494fc05ab700,task_004_valuation_sensitivity,train,4,deterministic-scripted,True,True,0.991916,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9401836974419993,1.0,0.9401836974419993,[],4,2,0.168,0.4096199000487104,True
3ee6607015bc39a28e71aa2ee2b376ca7dbe1fd99977bc048dd9be5607da1994,418c1ec8e7264342fea2b1a2ce2c52567dc91d2ec376facda20f9a8f36782c03,task_005_point_in_time_momentum,train,4,deterministic-scripted,True,True,0.991932,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9404846043677211,1.0,0.9404846043677211,[],4,2,0.136,0.47737830004189163,True
c5170de3b77663538f8a1064090c561a6207fbe3113c303cdab62ec667f826f2,7bb82c6d745ef77f9c6415fed3279eaa57c49cd36546a56bea98b4aca1e2043b,task_006_leaked_alpha,train,4,deterministic-scripted,True,True,0.9919225,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9403059292675633,1.0,0.9403059292675633,[],4,2,0.155,0.3558639999246225,True
f91514ead2e20fcd8e49d8faaa712dca2cc73372389e082aff13b89aaaa3082a,ca730243c5cc987ad3d2c3b201bb7454b76ca650bcdd6441ef950f8f726ab361,task_007_covariance_instability,dev,4,deterministic-scripted,True,True,0.9919305,"{""evidence"":1.0,""numerical"":1.0,""reproducibility"":1.0,""robustness"":1.0,""temporal"":1.0}","{""evidence"":""pass"",""numerical"":""pass"",""reproducibility"":""pass"",""robustness"":""pass"",""temporal"":""pass""}",1.0,0.9404563902528039,1.0,0.9404563902528039,[],4,2,0.139,0.3447593000018969,True
